,0
0,0.024939626791915546
1,-0.18885742953256324
2,-0.1984821402963571
3,-1.1412299187383654
4,-0.040100616855297457
5,-0.1802245999965096
6,0.7788862688418822
7,-0.3447353924928865
8,0.12282983704227986
9,0.09039136437904345
10,-0.07170441766818915
11,-0.019523665762587225
12,-0.1125705908846788
13,-0.0914587445493388
14,-0.35003566166736566
15,-0.12387092022154905
16,-0.22048164787087998
17,-0.07774601420063426
18,-0.47610385378317976
19,-0.12051809190284157
20,-0.3652843302209384
21,0.005444452420000657
22,-0.22395653940828403
23,-0.1355933304693595
24,-0.040513772740947404
25,-0.02634151024279594
26,-0.04490535459149158
27,0.07427837089949
28,-0.0868060010046011
29,-0.052542527080414674
30,-0.21133611455950843
31,-0.016135081521602743
32,-0.03809257937654343
33,0.11687236562770319
34,-0.25013183474080736
35,-0.06562422188691247
36,-0.4381119238751387
37,-0.36606793378289965
38,-0.3655884048153854
39,-0.39458966186211164
40,-0.018715922383860877
41,-0.1898962553816866
42,-0.10421360725021893
43,0.012304017186506483
44,-0.0611001727242936
45,-0.314189286972289
46,-0.328397677693528
47,-0.1344199416817165
48,-0.12504056050051574
49,-0.3037434728146942
50,-0.184057445481298
51,-0.19653555295963315
52,-0.09851693007974456
53,-0.07293546314620887
54,-0.029504566727302357
55,-0.028314732319699405
56,-0.2765813392692662
57,0.037581761162974146
58,-0.0905508424132929
59,-0.30701949496849384
60,-0.33083725562321353
61,-0.017540671167033717
62,-0.14827611353155326
63,-0.10591156849238245
64,-0.15367138603409386
65,-0.4043714096045533
66,0.07449806359085095
67,-0.6030946096187302
68,0.06656372428904637
69,-0.08455634499354327
70,-0.13806352068815825
71,-0.24080232729896914
72,-0.049760155878377156
73,-0.06806063519619727
74,-0.09218711464122041
75,-0.3653146733633972
76,-0.6115187733663837
77,0.44610556678056584
78,-0.21564783773380627
79,-0.2934203864270217
80,-0.21567295542490453
81,-0.09465032664128861
82,-0.3038494462212563
83,0.013172681021968542
84,-0.21789024948234628
85,-0.07054003907355368
86,0.05214835801243134
87,-0.07184192487308606
88,0.09162376416634249
89,-0.4120483663678053
90,-0.06456858284255479
91,-0.014045231522495883
92,0.04781021808131933
93,-0.37783271341960917
94,-0.020067867454908198
95,-0.16059449263476913
96,-0.26411785499230295
97,-0.0916062131506535
98,-0.181744596959584
99,-0.07957254705634186
100,-0.02139851388364119
101,-0.10837668237528002
102,-0.1350906413859276
103,-0.00814584928306436
104,-0.15816326216265617
105,-0.19757594672973472
106,-0.21075778290697159
107,-0.12904279459044896
108,-0.36648139244894945
109,-0.05585042347473562
110,-0.09562464280579867
111,-0.049795642743437445
112,0.04410743679237303
113,-0.06339749175102992
114,-0.2559522909244311
115,-0.09865412266221756
116,-0.07866267920405953
117,-0.21756564011411536
118,-0.10158204406847915
119,-0.0647385835255225
120,-0.0897044335994588
121,-0.18992451600967103
122,-0.10653688196711203
123,0.010734915829771952
124,0.020801369377153246
125,0.0025712950032573804
126,0.005957680843373389
127,0.11186992428454458
128,-0.04766377167244697
129,-0.2995461162505196
130,0.12482982191703434
131,-0.08689735319932934
132,0.13731218734435588
133,-1.9437391857786679
134,-0.012537751786628533
135,-0.3683214287796473
136,-0.3629101475699029
137,-0.7043245675738113
138,-1.3407162401360633
139,-0.03807175765674803
140,-1.1260858472281265
141,-1.4387420249978633
142,0.5328981603438695
143,0.31323301732151754
144,0.4529806523682044
145,0.11234651502306617
146,0.255067255146399
147,0.29183372048620976
148,0.1417913280655715
149,0.17666997409205412
150,-0.1031190704394995
151,0.6656722679353897
152,0.18758307585506234
153,0.021691318691442297
154,0.24024794137369682
155,-0.00430512074395401
156,0.7795950457715264
157,0.3142778152957128
158,0.2878777141865074
159,0.5913980269529545
160,0.19666309742934396
161,0.010111510310617564
162,0.005008751346220748
163,0.277806120619195
164,0.09846180960953839
165,-0.040867020362543124
166,0.018677672790464485
167,0.549272339448274
168,-0.04367306773388172
169,0.10413831065925741
170,0.8937196984917339
171,0.14194566377744527
172,0.04062540497738733
173,0.15191913694393455
174,-0.11831522330780658
175,0.250432143096187
176,-0.08070951174232416
177,0.16075575259860772
178,-0.13973915796731412
179,0.29142935453263363
180,0.07283312437253935
181,-0.0199364791673507
182,0.12548671499849312
183,0.430445434224754
184,-0.032589955718515015
185,-0.009304343335035756
186,0.10201825864323048
187,-0.11367530146547603
188,0.17273357106910683
189,-0.18286331126590216
190,-0.013201438396613927
191,0.003778890521252776
192,-0.14331000575334712
193,-0.0459264808825555
194,0.03039551310431253
195,0.01837974697989732
196,0.016651878741619063
197,-0.1114986312412382
198,0.051544864171222685
199,-0.05899932255278884
200,-0.00814664280559999
201,0.006696083205851763
202,0.1157748393683171
203,-0.2099905040834033
204,0.15527681049827263
205,-0.010144042924768823
206,0.03671343190033703
207,0.3201170033321903
208,-0.14231528470508129
209,-0.30203414957992086
210,-0.1175127558854523
211,0.19290002669536221
212,-0.034371736487874
213,-0.04597779072016666
214,0.09604916820090037
215,-1.413697390744936
216,-0.22663052154437238
217,0.23436635137756673
218,0.038189608039515245
219,0.06798706199909713
220,-0.02090500151250447
221,-0.04878935053349956
222,-0.28308783149994954
223,0.12118447461864851
224,0.11356598367668563
225,-0.14380492368708758
226,0.26956363322269666
227,-0.21815319266111716
228,0.2472885904746495
229,-0.16553717200883164
230,-0.1484177945322991
231,-0.05051400130110535
232,0.24365733594636468
233,0.14528707386937745
234,-0.14675751178718965
235,-0.06272896657541203
236,-0.43849048774136046
237,-0.014619276121543904
238,-0.20684592923879686
239,-0.035300511395100355
240,-0.1574136851925784
241,0.06928346630643288
242,-0.0421663420935362
243,-0.10112019423572065
244,0.03148810126758626
245,-0.05794243912235363
246,-0.9647490708426373
247,-1.5662646137693403
248,-0.008330694655373958
249,-0.4724257551542176
250,0.03993916120133242
251,-0.4576577781694145
252,-0.30517067331841136
253,-0.24136079632956403
254,-0.575500673272772
255,-0.021238892064095138
256,-0.8896728045266806
257,-0.025094719149744916
258,-0.014324273631069208
259,-0.23825580270202004
260,0.1033504594630808
261,-1.0440628128989853
262,-1.581005932892504
263,-0.0276814673958805
264,-0.022223236405203052
265,-0.20432130432817813
266,-0.6363240482411376
267,-0.8075036688727846
268,-1.6698415328424254
269,-1.577357403258304
270,0.08814522021414
271,-0.41287810345973924
272,-0.030338501432546756
273,-0.8890344442318165
274,0.29804177417517774
275,0.03660185575440491
276,-1.1243694631715195
277,-1.7562539974900968
278,-1.6601863844329217
279,-0.9750504232896
280,-0.5536279641927543
281,-0.67313822810183
282,-1.4198966707124503
283,-1.509420376231083
284,-1.2209490505834801
285,-0.7464176138193378
286,-1.5863939322895932
287,-0.20286146782308587
288,-0.07955767957143185
289,-1.0506339653276766
290,-0.8698133937308299
291,-0.5760321233427336
292,-1.0649904171289666
293,-0.05369546521074227
294,-1.4019649534442522
295,-0.4979339930492412
296,-0.005350957245129438
297,-0.008364696801479995
298,0.19792919129460745
299,-0.02369784399304853
300,0.01809046713494805
301,-0.14206445037265228
302,0.05040748843182173
303,-0.013874756315997924
304,-0.10900258648251138
305,-0.03881128256148671
306,0.1578811998019336
307,-0.014257454302657506
308,-0.10507400485889651
309,0.08617697770770937
310,-0.08177883257960818
311,0.17107463680515642
312,0.06753902327133807
313,0.012264197921395941
314,0.06375360612061184
315,0.011240408989830896
316,0.05225359793985143
317,-0.08468908391022278
318,0.019415754130589977
319,-0.04986249897517266
320,-0.09864418823348942
321,0.05910585074817241
322,0.00048402964859123223
323,0.03743680734528932
324,-0.01493786128120091
325,0.034866637499126635
326,0.04902657548304566
327,0.04799867020595848
328,0.08998151274701251
329,0.20570477995755573
330,0.020701906655359783
331,0.28387055524512567
332,0.0234148947316039
333,-0.002078836426605908
334,-0.024123952178908302
335,-0.020379842616276487
336,-0.10881259021027746
337,-0.018255983506914
338,-0.02279465608815635
339,-0.03050455627867446
340,0.009617322344193227
341,0.14168871475385897
342,0.049076130578876664
343,-0.11793234279519077
344,-0.02978305496198498
345,0.03440289061154035
346,-0.17224253608872564
347,0.0006421792959032004
348,0.021276278625438502
349,0.0011838115858960048
350,-0.1151070604576151
351,-0.027155259509781007
352,-0.026694067070672824
353,0.05533600354200441
354,0.04359139959681389
355,-0.0017792365271945044
356,-0.022677173387034018
357,-0.33013023119865004
358,0.007643865544108052
359,0.03389885795500393
360,-0.02362906477856401
361,-0.054742916265559195
362,0.06995774507152014
363,0.008261387751064803
364,0.10907432160135386
365,-0.036488378343961854
366,-0.08791853904258486
367,-0.03257672807822988
368,-0.051439136839216415
369,-0.06587752924341361
370,0.08946921309554409
371,-0.033531501723074196
372,0.027609503059469322
373,-0.023206952797833066
374,0.07346277524200955
375,0.03495731457678135
376,-0.00034677802987341603
377,-0.02751250952215435
378,-0.013691138458129628
379,-0.05111632775129256
380,-0.03773840440596393
381,-0.017432936846922962
382,-0.041160866197109985
383,0.0607226148921619
384,-0.1400789096748366
385,-0.43874610256867075
386,-0.20920289542165982
387,0.605320992949039
388,0.19369757855140754
389,-0.05760943686674048
390,0.17778936682306895
391,0.07434832304419428
392,0.2981626571149041
393,-0.02448361757403355
394,0.02627128930033702
395,0.004137570480159127
396,0.004781741186436218
397,0.024706683326884006
398,0.08023029207679779
399,-0.402276448827433
400,-0.08296201940960936
401,0.0858195964050476
402,-0.14945987667580743
403,0.023231893140490997
404,-0.0329478672508089
405,-0.07742206883228346
406,0.08556636336524238
407,-0.7099936247391017
408,-0.05287819136741426
409,-0.034271450415865774
410,0.04313771775872614
411,-0.030855000792422645
412,0.008879083744095432
413,-0.11272859495236413
414,0.020975781345338642
415,-0.10426267287225796
416,-0.008261620404688124
417,-0.09062388058409006
418,-0.09545006363511897
419,0.011274179592822675
420,-0.707397419548548
421,-0.587189410587095
422,-0.25442394284826425
423,-0.07328746284299026
424,-0.091236863278443
425,0.05598930094709092
426,-0.04673958450096764
427,-0.2160646220894318
428,0.1812286426440244
429,-0.18204782737618733
430,-0.049687979609034504
431,0.09063952667330549
432,0.04073765159395891
433,-0.03965936373662333
434,0.04107782943379487
435,-0.026968634980455777
436,-0.032770628915340834
437,-0.2327227570588459
438,0.011207856132529536
439,0.11309302184756097
440,-0.07296124195579101
441,-0.06223632711904706
442,-0.3332733022693446
443,-0.014639083310025357
444,0.1429897393796429
445,0.03900152882686607
446,-0.07232501417820059
